,text,intent,domain,dataset
185,time to move some cash from one account to another,transfer,banking,train
186,i need to throw some money into that other account,transfer,banking,train
187,let's send some money to another account,transfer,banking,train
188,i want to initiate a transfer from one account to the other,transfer,banking,train
189,transfer money from one place to another,transfer,banking,train
190,move money from one account to another,transfer,banking,train
191,transfer between two accounts,transfer,banking,train
192,make a transfer between accounts,transfer,banking,train
193,send money to another account,transfer,banking,train
194,i need ten dollars sent from b of a to washington mutual,transfer,banking,train
195,transfer fifty dollars between my chase and bank of america account,transfer,banking,train
196,deposit ten bucks from my chase account to my ally account,transfer,banking,train
197,put a hundred dollars in my ally account from bluebird,transfer,banking,train
198,i want seventy bucks transferred from b of a to chase,transfer,banking,train
199,can i initiate a one-time transfer from my savings account to my money market account,transfer,banking,train
200,please set a 4 minute timer,timer,utility,train
201,please set a timer for 6 minutes,timer,utility,train
202,set a timer for 5 minutes,timer,utility,train
203,i need a 7 minute timer,timer,utility,train
204,i need to set the timer for two minutes,timer,utility,train
205,can you set a timer for me for fifteen minutes starting now,timer,utility,train
206,start the timer now and stop at thirty minutes,timer,utility,train
207,i would like you to set the timer to go off in ten minutes,timer,utility,train
208,please set a timer for 40 minutes,timer,utility,train
209,wake me in an hour,timer,utility,train
210,please set a timer for cookies,timer,utility,train
211,i want a timer set,timer,utility,train
212,remind me in (x) hours,timer,utility,train
213,set timer for (x) minutes,timer,utility,train
214,i gotta have a 10 minute timer,timer,utility,train
215,please set a timer for me,timer,utility,train
216,i need a 10 minute timer,timer,utility,train
217,i wish to have a 10 minute timer,timer,utility,train
218,i really need to set a timer,timer,utility,train
219,set a new timer for ten seconds,timer,utility,train
220,set a timer for me,timer,utility,train
221,i want a 10 minute timer,timer,utility,train
222,i gotta set a timer,timer,utility,train
223,set a 10 minute timer,timer,utility,train
224,set a brand new timer for eight seconds,timer,utility,train
225,set a ten second timer,timer,utility,train
226,i must set a timer,timer,utility,train
227,set a timer for twelve seconds,timer,utility,train
228,set a timer for fifteen seconds,timer,utility,train
229,tell me when two minutes are up,timer,utility,train
230,start a timer for two minutes,timer,utility,train
231,set a timer for two minutes,timer,utility,train
232,start counting down from two minutes,timer,utility,train
233,can you set a timer for two minutes,timer,utility,train
234,"""please set 5 minute timer",timer,utility,train
235,can u please set the timer for 5 minutes,timer,utility,train
236,set timer of 5 minutes,timer,utility,train
237,"""can u set a timer for 5 minutes",timer,utility,train
238,set a one hour timer,timer,utility,train
239,please set a timer for 20 minutes,timer,utility,train
240,set a five minute timer please,timer,utility,train
241,set a timer for two hours,timer,utility,train
242,can you set a two hour timer,timer,utility,train
243,set the timer for me please,timer,utility,train
244,you need to set the timer for me,timer,utility,train
245,i need you to set timer for me,timer,utility,train
246,please set the timer for me,timer,utility,train
247,i would like a timer set,timer,utility,train
248,can you set a timer,timer,utility,train
249,i need you to set a time,timer,utility,train
250,i need a timer set for 15 minutes,timer,utility,train
251,start a countdown for 20 minutes,timer,utility,train
252,set a timer for 15 minutes,timer,utility,train
253,i'll need you to set a timer for 10 minutes,timer,utility,train
254,let's get a timer set for 5 minutes,timer,utility,train
255,set a timer for 35 minutes,timer,utility,train
256,please start counting down from 10 minutes,timer,utility,train
257,let's get a timer going for 10 minutes,timer,utility,train
258,i need a timer for 20 seconds,timer,utility,train
259,timer 5 minutes,timer,utility,train
260,alert me in 20 minutes,timer,utility,train
261,give me a 10 minute countdown,timer,utility,train
262,let me know in 15 minutes please,timer,utility,train
263,"i'm cooking an egg, timer for 3 mins",timer,utility,train
264,10 minute timer,timer,utility,train
265,start a timer for 10 minutes,timer,utility,train
266,timer 10 minutes,timer,utility,train
267,count down 10 minutes,timer,utility,train
268,make up a timer for me,timer,utility,train
269,create a timer for me,timer,utility,train
270,can you set a timer for me,timer,utility,train
271,i need to set a timer,timer,utility,train
272,set up a timer,timer,utility,train
273,could you start a timer for me,timer,utility,train
274,lets set a timer for me,timer,utility,train
275,please run a timer for me,timer,utility,train
276,set a one minute timer,timer,utility,train
277,set a five minute timer,timer,utility,train
278,set a seven minute timer,timer,utility,train
279,start a timer for me,timer,utility,train
280,set a four minute timer,timer,utility,train
281,set a six minute timer,timer,utility,train
282,how do i set a timer,timer,utility,train
283,i want a timer for 5 minutes,timer,utility,train
284,timer for 5 minutes,timer,utility,train
285,set a timer to go off in 5 minutes,timer,utility,train
286,set timer for 5 minutes,timer,utility,train
287,i want to set a timer,timer,utility,train
288,make a timer for 5 minutes,timer,utility,train
289,please set a timer for,timer,utility,train
290,remind me that time is up in sixty minutes,timer,utility,train
291,set an alarm for nine minutes from now,timer,utility,train
292,tell me when ninety minutes have passed,timer,utility,train
293,please set timer for 4 pm,timer,utility,train
294,want 5 minute timer,timer,utility,train
295,set 30 minute timer,timer,utility,train
296,get a 3 minute timer,timer,utility,train
297,"please, can you set the timer for me",timer,utility,train
298,can you please the timer,timer,utility,train
299,will you set the timer,timer,utility,train
300,what is the meaning of realism,definition,utility,train
301,what is regard mean,definition,utility,train
302,what is the meaning of interorganizational,definition,utility,train
303,what is it is all relative mean,definition,utility,train
304,what is intercontinental mean,definition,utility,train
305,what is the meaning of supercede,definition,utility,train
306,what is let it be mean,definition,utility,train
307,what is the definition of incomprehensible,definition,utility,train
308,what is the meaning of stupendous,definition,utility,train
309,what is the definition of intelligent,definition,utility,train
310,what is good riddance mean,definition,utility,train
311,what is break a leg mean,definition,utility,train
312,what is the meaning of hyperactive,definition,utility,train
313,what is the definition of valor,definition,utility,train
314,what is stupedous meant,definition,utility,train
315,find the meaning of qat,definition,utility,train
316,what the heck is qat,definition,utility,train
317,define qat for me,definition,utility,train
318,read me a definition for qat,definition,utility,train
319,look up qat please,definition,utility,train
320,what might the meaning of altruism be,definition,utility,train
321,exactly what does altruism mean,definition,utility,train
322,what does altruism mean,definition,utility,train
323,what is the definition of altruism,definition,utility,train
324,what is the meaning of altruism,definition,utility,train
325,affiliate's definition is what,definition,utility,train
326,the definition of affiliate is,definition,utility,train
327,what's the meaning of affiliate,definition,utility,train
328,what's affiliate definition,definition,utility,train
329,definition of affiliate is what,definition,utility,train
330,whats the definition of poor,definition,utility,train
331,"describe the meaning of ""dog",definition,utility,train
332,"what does ""money"" mean",definition,utility,train
333,tell me what the word die means,definition,utility,train
334,what is the definition of succumb,definition,utility,train
335,what is the meaning of telepathy,definition,utility,train
336,what does tertiary mean,definition,utility,train
337,tell me the definition of the word redemption,definition,utility,train
338,what is the meaning of the word lux,definition,utility,train
339,what is an ataraxy,definition,utility,train
340,what does the word ataraxy mean,definition,utility,train
341,what does ataraxy mean,definition,utility,train
342,use the word ataraxy in a sentence,definition,utility,train
343,define ataraxy,definition,utility,train
344,what does discretionary mean,definition,utility,train
345,define discretionary,definition,utility,train
346,i want to know the definition of discretionary,definition,utility,train
347,can you give the definition of deiscretionary,definition,utility,train
348,let's hear the definition of iridium,definition,utility,train
349,what's the definition of analogy,definition,utility,train
350,can you tell me the definition of sucrose,definition,utility,train
351,definition of anachronism,definition,utility,train
352,what's the definition of patriarchy,definition,utility,train
353,can you tell me the definition of yttrbium,definition,utility,train
354,please share the definition of episcopalian,definition,utility,train
355,what does saffron mean,definition,utility,train
356,define sonogram,definition,utility,train
357,define thoroughbred,definition,utility,train
358,what's the meaning of a fortnight,definition,utility,train
359,what is an anachronism,definition,utility,train
360,what's the meaning of emulsify,definition,utility,train
361,tell me what cyst means,definition,utility,train
362,what is the definition of flange,definition,utility,train
363,tell me what flange means,definition,utility,train
364,define flange,definition,utility,train
365,flange means what,definition,utility,train
366,what is the meaning of flange,definition,utility,train
367,"what does ""rescind"" mean",definition,utility,train
368,"what is the meaning of word ""rescind",definition,utility,train
369,"is ""rescind"" a word of positive connotation",definition,utility,train
370,"where i can use word ""rescind",definition,utility,train
371,read me the definition of ajar,definition,utility,train
372,what does ajar mean,definition,utility,train
373,can you show me the dictionary definition of ajar,definition,utility,train
374,tell me what monstrosity means,definition,utility,train
375,give me the definition of ajar,definition,utility,train
376,what is the definition of didactic,definition,utility,train
377,i need to know what adumbrate means can you look it up for me now,definition,utility,train
378,i want to know what the word discomfit means,definition,utility,train
379,find what the word diaphanous mean please,definition,utility,train
380,do you know what calumny means  please look it up for me,definition,utility,train
381,find out what the word abrogate means for me,definition,utility,train
382,tell me what edict means,definition,utility,train
383,what does the word abjure mean,definition,utility,train
384,can you tell me what dirge means,definition,utility,train
385,tell me what the word arboreal means,definition,utility,train
386,whats the definition of transmute,definition,utility,train
387,what is the meaning of the word slander,definition,utility,train
388,what is meant by defense,definition,utility,train
389,tell me what the word bounty means,definition,utility,train
390,what does deceive mean,definition,utility,train
391,define zesty,definition,utility,train
392,look up zesty in dictionary,definition,utility,train
393,definition of zesty,definition,utility,train
394,what is the definition of zesty,definition,utility,train
395,what does zesty mean,definition,utility,train
396,tell me what alternative means,definition,utility,train
397,what does alternative mean,definition,utility,train
398,give me the meaning of alternative,definition,utility,train
399,tell me the meaning of alternative,definition,utility,train
400,does life have meaning,meaning_of_life,small_talk,train
401,is being alive the meaning of life,meaning_of_life,small_talk,train
402,what is the real meaning of life,meaning_of_life,small_talk,train
403,what is the answer to the meaning of life,meaning_of_life,small_talk,train
404,is there really an answer to the meaning of life,meaning_of_life,small_talk,train
405,does life have a meaning,meaning_of_life,small_talk,train
406,who can tell me if there's any meaning to life,meaning_of_life,small_talk,train
407,what makes life have any meaning,meaning_of_life,small_talk,train
408,why do you think we're here,meaning_of_life,small_talk,train
409,what's the answer to existence,meaning_of_life,small_talk,train
410,what's the point of sentience,meaning_of_life,small_talk,train
411,what's the purpose of existence,meaning_of_life,small_talk,train
412,what's the purpose of life,meaning_of_life,small_talk,train
413,what's the point of this dumpster fire known as life,meaning_of_life,small_talk,train
414,what is life's meaning,meaning_of_life,small_talk,train
415,is there a greater purpose in life,meaning_of_life,small_talk,train
416,what is our purpose in life,meaning_of_life,small_talk,train
417,how is life in existence,meaning_of_life,small_talk,train
418,what's lifes meaning,meaning_of_life,small_talk,train
419,what exactly is the meaning of life,meaning_of_life,small_talk,train
420,whats lifes meaning exactly,meaning_of_life,small_talk,train
421,what's the meaning of this life,meaning_of_life,small_talk,train
422,what is the meaning of life here,meaning_of_life,small_talk,train
423,does my life have meaning,meaning_of_life,small_talk,train
424,i wish to know the meaning of life,meaning_of_life,small_talk,train
425,i wanna know the meaning of life,meaning_of_life,small_talk,train
426,i wanna know the point of life,meaning_of_life,small_talk,train
427,i need to know the point of life,meaning_of_life,small_talk,train
428,i must know the point of life,meaning_of_life,small_talk,train
429,tell the meaning of life,meaning_of_life,small_talk,train
430,i gotta know the meaning of life,meaning_of_life,small_talk,train
431,what is your take on the meaning of life,meaning_of_life,small_talk,train
432,tell me what is the purpose of life,meaning_of_life,small_talk,train
433,what meaning does life hold,meaning_of_life,small_talk,train
434,what do you think is the meaning of like,meaning_of_life,small_talk,train
435,how do i find the meaning of life,meaning_of_life,small_talk,train
436,what is the purpose of exsistance,meaning_of_life,small_talk,train
437,what is your version on the meaning of life,meaning_of_life,small_talk,train
438,what is your explanation for the meaning of life,meaning_of_life,small_talk,train
439,what is the purpose of creation,meaning_of_life,small_talk,train
440,can you figure out the meaning of life,meaning_of_life,small_talk,train
441,whats your take on the meaning of life,meaning_of_life,small_talk,train
442,can you explain the meaning of life to me,meaning_of_life,small_talk,train
443,what is life all about,meaning_of_life,small_talk,train
444,can you explain the meaning of life,meaning_of_life,small_talk,train
445,"what's the point of life, anyways",meaning_of_life,small_talk,train
446,the meaning of life please,meaning_of_life,small_talk,train
447,the meaning of life,meaning_of_life,small_talk,train
448,i'd like to me told the meaning of life,meaning_of_life,small_talk,train
449,do you know the meaning of life,meaning_of_life,small_talk,train
450,say what the meaning of life is,meaning_of_life,small_talk,train
451,can you tell me life's meaning,meaning_of_life,small_talk,train
452,what's the meaning of my life,meaning_of_life,small_talk,train
453,what is the underlying purpose to life,meaning_of_life,small_talk,train
454,what do you think about the meaning of life,meaning_of_life,small_talk,train
455,what is life’s meaning,meaning_of_life,small_talk,train
456,help me figure out the meaning of life,meaning_of_life,small_talk,train
457,"would you tell me the meaning of life, please",meaning_of_life,small_talk,train
458,"could you tell me the meaning of life, please",meaning_of_life,small_talk,train
459,can you tell me the meaning of life,meaning_of_life,small_talk,train
460,could you tell me the meaning of life,meaning_of_life,small_talk,train
461,"can you tell me the meaning of life, please",meaning_of_life,small_talk,train
462,what does life mean to you,meaning_of_life,small_talk,train
463,is there really a meaning of life,meaning_of_life,small_talk,train
464,is there any meaning to being alive,meaning_of_life,small_talk,train
465,what is the meaning of my life,meaning_of_life,small_talk,train
466,what is the point of life,meaning_of_life,small_talk,train
467,what's the point of everything,meaning_of_life,small_talk,train
468,is there a meaning to life,meaning_of_life,small_talk,train
469,why are we here in life,meaning_of_life,small_talk,train
470,can you share the meaning of life,meaning_of_life,small_talk,train
471,research the meaning of life,meaning_of_life,small_talk,train
472,can you tell me what you think the meaning of life is,meaning_of_life,small_talk,train
473,what is our purpose here on earth,meaning_of_life,small_talk,train
474,is love the meaning of life,meaning_of_life,small_talk,train
475,is there a reason people exist,meaning_of_life,small_talk,train
476,what is the secret or meaning to life,meaning_of_life,small_talk,train
477,what does life mean on a deeper level,meaning_of_life,small_talk,train
478,how would you put what life is all about,meaning_of_life,small_talk,train
479,how would you describe what life means,meaning_of_life,small_talk,train
480,what do people say life means or the meaning is,meaning_of_life,small_talk,train
481,life has what meaning or what's the secret to it,meaning_of_life,small_talk,train
482,where is there meaning in life,meaning_of_life,small_talk,train
483,what is the meaning of this life,meaning_of_life,small_talk,train
484,do you know what the meaning of life is,meaning_of_life,small_talk,train
485,what's life's meaning,meaning_of_life,small_talk,train
486,"does life have a meaning, according to you",meaning_of_life,small_talk,train
487,does this life have a meaning,meaning_of_life,small_talk,train
488,can you share with me your interpretation of the meaning of life,meaning_of_life,small_talk,train
489,what do you think is the meaning of life,meaning_of_life,small_talk,train
490,is there a meaning in life,meaning_of_life,small_talk,train
491,i wonder if you can explain the meaning of life,meaning_of_life,small_talk,train
492,"i always wonder about the meaning of life, can you tell me",meaning_of_life,small_talk,train
493,what's my meaning in life,meaning_of_life,small_talk,train
494,define the meaning of life,meaning_of_life,small_talk,train
495,meaning of life is,meaning_of_life,small_talk,train
496,what is your perception of the meaning of life,meaning_of_life,small_talk,train
497,whats the meaning of life,meaning_of_life,small_talk,train
498,what do you think the meaning of life is,meaning_of_life,small_talk,train
499,what is behind life's meaning,meaning_of_life,small_talk,train
500,how to create a new aaa insurance plan,insurance_change,work,train
501,website to start aaa new insurance plan,insurance_change,work,train
502,aaa insurance start new plan,insurance_change,work,train
503,i want to start a new aaa insurance plan,insurance_change,work,train
504,is new this a good insurance plan for me,insurance_change,work,train
505,what do i do to get new insurance,insurance_change,work,train
506,new insurance is obtainable how,insurance_change,work,train
507,how is new insurance gotten,insurance_change,work,train
508,what do i do for new insurance,insurance_change,work,train
509,"how do i get new insurance, please",insurance_change,work,train
510,how can i obtain new insurance,insurance_change,work,train
511,"how can i obtain new insurance, please",insurance_change,work,train
512,"how can i get new insurance, please",insurance_change,work,train
513,how do i make my insurance policy different,insurance_change,work,train
514,how do i change my insurance policy,insurance_change,work,train
515,how do i modify my insurance policy,insurance_change,work,train
516,how do i alter my insurance policy,insurance_change,work,train
517,how do i get different terms on my insurance policy,insurance_change,work,train
518,help me change my insurance plan,insurance_change,work,train
519,i would like a new insurance plan,insurance_change,work,train
520,connect me with some new insurance,insurance_change,work,train
521,i need a newer insurance plan,insurance_change,work,train
522,my insurance plan needs to be changed,insurance_change,work,train
523,what rental insurance policy do you recommend,insurance_change,work,train
524,help me find a new auto insurance policy,insurance_change,work,train
525,find the best life insurance for me,insurance_change,work,train
526,i need new home owners insurance,insurance_change,work,train
527,i need new health care coverage,insurance_change,work,train
528,how do i change my current insurance to a new plan with lower co-pay,insurance_change,work,train
529,what steps do i need to take to switch my insurance plan from an hmo to a high deductible ppo plan,insurance_change,work,train
530,i need to change my insurance to a plan with a lower deductible,insurance_change,work,train
531,how do i go about changing my insurance to a new low monthly premium plan,insurance_change,work,train
532,i would like to change my insurance from a ppo to an hmo plan,insurance_change,work,train
533,help me figure out getting new insurance,insurance_change,work,train
534,i would like to get a new insurance plan,insurance_change,work,train
535,i want help adjusting my insurance policy,insurance_change,work,train
536,i am hoping to switch insurance plans,insurance_change,work,train
537,i need help acquiring new insurance,insurance_change,work,train
538,walk me through the process of getting new insurance,insurance_change,work,train
539,i am interested in acquiring new insurance,insurance_change,work,train
540,how can i acquire new insurance,insurance_change,work,train
541,what must i do if i want to adjust my insurance policy,insurance_change,work,train
542,what is the protocol for modifying my insurance policy,insurance_change,work,train
543,i dont like my current insurance plan and want a new one,insurance_change,work,train
544,walk me through making changes to my insurance policy,insurance_change,work,train
545,i need new insurance but dont know how to get it,insurance_change,work,train
546,i am thinking of switching to a different insurance plan,insurance_change,work,train
547,help me modify my insurance policy,insurance_change,work,train
548,could you help me out with a new renters' insurance plan,insurance_change,work,train
549,i'd like a new life insurance plan,insurance_change,work,train
550,can you help me with a new car insurance plan,insurance_change,work,train
551,i need to get a new motorcycle insurance plan,insurance_change,work,train
552,can i get a new pet insurance plan,insurance_change,work,train
553,where do i go to get new insurance,insurance_change,work,train
554,"i need new insurance, how do i get it",insurance_change,work,train
555,how do i apply for new insurance,insurance_change,work,train
556,i would like you to help me get on another united healthcare insurance plan,insurance_change,work,train
557,can you help me get on a new united healthcare insurance plan,insurance_change,work,train
558,i want to find a new united healthcare plan to get on,insurance_change,work,train
559,i'd like to get on a new united healthcare plan,insurance_change,work,train
560,i need to get on a new united healthcare insurance plan,insurance_change,work,train
561,help make changes to my insurance policy,insurance_change,work,train
562,i must switch to a new insurance plan,insurance_change,work,train
563,i need help to make changes to my insurance policy,insurance_change,work,train
564,i gotta switch to a new insurance plan,insurance_change,work,train
565,help me make changes to my insurance policy,insurance_change,work,train
566,i need to switch to a new insurance plan,insurance_change,work,train
567,i really need to switch to a new insurance plan,insurance_change,work,train
568,i would like to make changes to my insurance policy,insurance_change,work,train
569,i need to make changes to my insurance policy,insurance_change,work,train
570,i shall switch to a new insurance plan,insurance_change,work,train
571,how do i update my insurance,insurance_change,work,train
572,how can i get new insurance,insurance_change,work,train
573,how can i find out about new insurance,insurance_change,work,train
574,i need to find new insurance,insurance_change,work,train
575,"i need to get new insurance, how do i do it",insurance_change,work,train
576,can you switch me to a new insurance plan,insurance_change,work,train
577,i would like to switch to a different insurance plan,insurance_change,work,train
578,help me switch to a new insurance plan,insurance_change,work,train
579,switch my insurance plan to a new one,insurance_change,work,train
580,what are my options for new insurance plans,insurance_change,work,train
581,i want to shop for new insurance plans,insurance_change,work,train
582,i would like to switch my insurance plan,insurance_change,work,train
