,text,intent,domain,dataset
122,i havent got my card,card_arrival,banking,train
123,Why hasn't my card arrived yet?,card_arrival,banking,train
124,I thought I would have received my new card at this point.,card_arrival,banking,train
125,How long until my new card gets here?,card_arrival,banking,train
126,How much longer until I get my new card?,card_arrival,banking,train
127,Am I able to track a card that has already been sent?,card_arrival,banking,train
128,Is it possible to track the card you sent me?,card_arrival,banking,train
129,How long will it be to get this new card?,card_arrival,banking,train
130,how can i track card you sent,card_arrival,banking,train
131,Can the card was sen to me be tracked?,card_arrival,banking,train
132,why have i not got my new card?,card_arrival,banking,train
134,"It's been two weeks and I haven't gotten my card, what do I do?",card_arrival,banking,train
136,Where is the tracking number for the card?,card_arrival,banking,train
137,I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,card_arrival,banking,train
138,Can I track the card that you sent me in the mail?,card_arrival,banking,train
139,Can you tell me if I can track the card you sent me?,card_arrival,banking,train
140,Why have I not gotten my new card?,card_arrival,banking,train
142,My new card isn't here and it was issued a week ago.,card_arrival,banking,train
143,"I was supposed to receive my new card by now, but it hasn't came in.",card_arrival,banking,train
144,Is a tracking number available for the card that was just sent?,card_arrival,banking,train
145,Why haven't I gotten my new card?,card_arrival,banking,train
146,Was there a number to track that I could get?,card_arrival,banking,train
147,How much longer is it going to take to get my new card?,card_arrival,banking,train
148,I haven't gotten my credit card in the mail.,card_arrival,banking,train
149,My card hasn't arrived yet. What do I do?,card_arrival,banking,train
150,"My card still hasn't arrived after two weeks, now what?",card_arrival,banking,train
152,My card never arrived.,card_arrival,banking,train
153,My card has been found. Is there any way for me to put it back into the app?,card_linking,banking,train
155,how do I get my card to show in the app?,card_linking,banking,train
156,I just got my card.  It's not linked yet--how do I do that?,card_linking,banking,train
157,"lost card found, want to put it back in app",card_linking,banking,train
158,"I just got a card, how can I add it to the app?",card_linking,banking,train
159,Is there any way to see my card in the app?,card_linking,banking,train
160,If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,card_linking,banking,train
161,I found my card. How can I put it into my app?,card_linking,banking,train
162,How do I make my card show up in the app?,card_linking,banking,train
163,Can you show me where to link the new card?,card_linking,banking,train
164,I found my old card. Can I link it back into the app?,card_linking,banking,train
165,"Show me how to link the new card,",card_linking,banking,train
166,How do I add an existing card to the app?,card_linking,banking,train
167,I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,card_linking,banking,train
168,How do I link one of your card that I already have?,card_linking,banking,train
169,If I have a physical card can I link it?,card_linking,banking,train
170,I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,card_linking,banking,train
172,How can I make my card show up in the app?,card_linking,banking,train
173,"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",card_linking,banking,train
174,"Okay, I found my card, can I put it back in the app?",card_linking,banking,train
175,Can I reactivate a card?,card_linking,banking,train
176,I would like to reactivate a card and wondered if that could be done?,card_linking,banking,train
177,"I got my card now, how do I make it show up in the app?",card_linking,banking,train
179,How do I link a new card in the app?,card_linking,banking,train
180,"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",card_linking,banking,train
181,I already have a card and want to link it,card_linking,banking,train
182,Can you please reactivate my card?,card_linking,banking,train
183,Where do I go to add a new card?,card_linking,banking,train
184,I want my card I just received to show up in the app. How do I do that?,card_linking,banking,train
185,"I received my card, how do I get it to show in the app?",card_linking,banking,train
186,If I have a credit card with you how I get set up to link to it?,card_linking,banking,train
187,How do I add my new card?,card_linking,banking,train
189,"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",card_linking,banking,train
190,My card is no longer lost. How do I enter it back into the app?,card_linking,banking,train
191,"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",card_linking,banking,train
192,"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",card_linking,banking,train
193,How do I reactivate a card I thought I lost?,card_linking,banking,train
194,Help me figure out how to link the new card.,card_linking,banking,train
195,I found my lost card. Am I still able to use it?,card_linking,banking,train
197,Is there a way to link the card i just got?,card_linking,banking,train
198,How do I add a new card?,card_linking,banking,train
199,"I want to reactivate my card, I found it after thinking it was lost.",card_linking,banking,train
200,Can I put my old card back in the app?,card_linking,banking,train
201,"I got a new card, how do I link it?",card_linking,banking,train
202,I found the card I thought I lost this morning. Can I reactivate this card?,card_linking,banking,train
203,How do i go about linking a new card?,card_linking,banking,train
204,how do i get the card linked,card_linking,banking,train
205,"I have one of your cards, but I don't know how to link it.",card_linking,banking,train
206,how do I link an old card?,card_linking,banking,train
207,I received my card. How do I link it to the app?,card_linking,banking,train
208,"Now that I have my card, how do I connect it to the app?",card_linking,banking,train
209,How do I add the card I just received to show up in the app?,card_linking,banking,train
210,"I want to reactivate my card, I thought I had lost it but I found it.",card_linking,banking,train
211,What do I need to do to link my new card for my account?,card_linking,banking,train
212,Can I add a card to back into the app?,card_linking,banking,train
213,I want to link my new card. Can you help?,card_linking,banking,train
214,What is the process to link the new card?,card_linking,banking,train
215,"I found my card, am I able to put it back into the app?",card_linking,banking,train
216,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",card_linking,banking,train
217,Where can I link a new card?,card_linking,banking,train
218,How do I add a card on to the app?,card_linking,banking,train
219,"I found my card in my jacket this morning, so can I reactivate it?",card_linking,banking,train
220,"I've obtained the card, how do I enable it on the app?",card_linking,banking,train
221,I need to find the card I received in the app.,card_linking,banking,train
222,How do I get my card on the app?,card_linking,banking,train
223,"In the app, how can I make it show the new card that arrived?",card_linking,banking,train
224,How do I link my new card?,card_linking,banking,train
225,Can I activate a card in the app?,card_linking,banking,train
226,"I want to link to my card card with you, how?",card_linking,banking,train
227,I would like to link my card to my account.,card_linking,banking,train
228,"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking,banking,train
229,How can I link the new card?,card_linking,banking,train
230,I got a new card and can't find where to link it.,card_linking,banking,train
231,"Hey, I have my card, how do I get it to show in the app?",card_linking,banking,train
232,Where in the app do I go to make my new card show up?,card_linking,banking,train
233,Where do I scan my card?,card_linking,banking,train
234,Can I reactivate my card? I reported it lost and found it this morning in my jacket.,card_linking,banking,train
235,Can I link my card I previously received?,card_linking,banking,train
237,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",card_linking,banking,train
238,You sent me a card and now I want to link it.,card_linking,banking,train
239,How do I add my new card to the app?,card_linking,banking,train
240,Can I add a card back to the app?,card_linking,banking,train
241,What if I want to add a card I already have to the app?,card_linking,banking,train
242,"I recently reported my card as missing/lost, and I just found it. Can I still use it?",card_linking,banking,train
243,"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",card_linking,banking,train
244,Is there a way to link cards if I have one of yours?,card_linking,banking,train
245,If my card was lost or stolen can I re-link it?,card_linking,banking,train
246,How do I link a new card to an existing one?,card_linking,banking,train
248,I would like to reactivate my card that I previously reported lost. I located the card this morning.,card_linking,banking,train
249,"Card has been received, how will it show up on the app?",card_linking,banking,train
250,Can I re-link a lost card with the app?,card_linking,banking,train
251,What do I do to link my new card?,card_linking,banking,train
254,"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking,banking,train
255,can I link a card of yours I already have?,card_linking,banking,train
256,Can I put my found card back into the app on my phone?,card_linking,banking,train
257,"My card arrived but I need to make it work in the app, how do I do that?",card_linking,banking,train
258,"I found the card that I thought I lost, and I would like to reactivate it.",card_linking,banking,train
259,I found my card again. Can I put it back into the app?,card_linking,banking,train
260,I need some help linking my new card.,card_linking,banking,train
261,help me link my card,card_linking,banking,train
263,How do I get my card into the app?,card_linking,banking,train
264,I found my card! Can I link it back into the app?,card_linking,banking,train
265,How do I reactivate my card?,card_linking,banking,train
266,Where do I go to get my new card linked?,card_linking,banking,train
267,"I thought I lost my card but I found it today, so I would like to reactivate it.",card_linking,banking,train
268,How do I link the new card that I just got from you guys?,card_linking,banking,train
269,How can I add a new card?,card_linking,banking,train
270,Can you tell me how to get my card on the app?,card_linking,banking,train
272,How do I make my card appear on the app?,card_linking,banking,train
273,How do I link the new card?,card_linking,banking,train
274,Where in the app do I link a new card?,card_linking,banking,train
275,How do I add my card to the app once I get it?,card_linking,banking,train
276,Can I link your physical card,card_linking,banking,train
277,How do I activate and link my new card?,card_linking,banking,train
278,"I got a card, how do I get it in the app?",card_linking,banking,train
279,I received my new card.  Where is it in the app?,card_linking,banking,train
280,"I found my card, how can I use it again?",card_linking,banking,train
281,"I just received a new card, where do I go to link it to my account?",card_linking,banking,train
282,"found card, how to put it back in app",card_linking,banking,train
284,"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking,banking,train
285,I don't see my card anywhere in the app.,card_linking,banking,train
286,"I received my card, how do I get it to work in the app?",card_linking,banking,train
287,What do I do if I already had a card with you guys?,card_linking,banking,train
288,if i found a lost card can i put it back in app,card_linking,banking,train
289,I have a card that was deactivated can I reactivate it?,card_linking,banking,train
290,"My new card isn't in my app, how do I get it in there?",card_linking,banking,train
291,Help me access the card I already got so I can information from it.,card_linking,banking,train
293,Will my money be of equal value when I travel abroad?,exchange_rate,banking,train
294,Do you know the rate of exchange?,exchange_rate,banking,train
295,What foreign exchange rate will I get on weekdays and on the weekends?,exchange_rate,banking,train
296,What is the exchange looking like?,exchange_rate,banking,train
297,How is the exchange rate doing?,exchange_rate,banking,train
298,I would like to know how exchange rates are calculated when transferring funds.,exchange_rate,banking,train
299,I would like to know what exchange rates you use?,exchange_rate,banking,train
300,"If I need to cash foreign transfers, how does that work?",exchange_rate,banking,train
301,Do you know what your exchange rates are?,exchange_rate,banking,train
303,What are you exchange rates?,exchange_rate,banking,train
304,Do you have the best exchange rate?,exchange_rate,banking,train
305,Where can I find your exchange rates?,exchange_rate,banking,train
306,Your exchange rates come from where?,exchange_rate,banking,train
307,I need to know what your exchange rates are.,exchange_rate,banking,train
308,What's the process for exchanges?,exchange_rate,banking,train
309,What do you think of the exchange rate?,exchange_rate,banking,train
310,How are exchange rates calculated at this bank?,exchange_rate,banking,train
311,What do you use to figure out the exchange rate for the card?,exchange_rate,banking,train
312,What's the foreign exchange rate I will receive?,exchange_rate,banking,train
313,I need to know what foreign exchange rate I can get.,exchange_rate,banking,train
314,What are the current exchange rates?,exchange_rate,banking,train
315,What exchange rate will I receive?,exchange_rate,banking,train
317,How's the exchange rate?,exchange_rate,banking,train
318,How do you determine your exchange rates?,exchange_rate,banking,train
319,How do the foreign exchange rates work?,exchange_rate,banking,train
320,Where are you getting your exchange rates from?,exchange_rate,banking,train
321,How is the exchange rate calculated?,exchange_rate,banking,train
322,I'm interested in what your exchange rates are based on.,exchange_rate,banking,train
323,How do you decide what the exchange rates are?,exchange_rate,banking,train
324,What is the current exchange rate?,exchange_rate,banking,train
325,What is the formula for your exchange rate?,exchange_rate,banking,train
326,What method do you use for the exchange rate?,exchange_rate,banking,train
327,What are Interbanks current exchange rates?,exchange_rate,banking,train
329,How do you calculate exchange rates?,exchange_rate,banking,train
330,Why is your exchange rate different on different days?,exchange_rate,banking,train
331,Where can I find the exchange rate for my transfer?,exchange_rate,banking,train
332,Where can I get your exchange rates from?,exchange_rate,banking,train
333,How do you find the exchange rate?,exchange_rate,banking,train
335,What value can I get for my currency?,exchange_rate,banking,train
336,Please explain your exchange rate policy.,exchange_rate,banking,train
337,What are your exchange rates calculated from?,exchange_rate,banking,train
338,What is an exchange rate?,exchange_rate,banking,train
341,How do you determine exchange rates?,exchange_rate,banking,train
342,How are your exchange rates calculated?,exchange_rate,banking,train
343,How is an exchange rate calculated?,exchange_rate,banking,train
344,"When exchanging, how much are the rates?",exchange_rate,banking,train
345,What is the exchange rate for EUR?,exchange_rate,banking,train
346,How can I find your exchange rates?,exchange_rate,banking,train
348,Is there an exchange rate?,exchange_rate,banking,train
349,How does the exchange rate work?,exchange_rate,banking,train
351,How are foreign exchange rates determined?,exchange_rate,banking,train
352,How's the exchange rate looking right now?,exchange_rate,banking,train
353,Please explain the exchange rates.,exchange_rate,banking,train
354,What is the foreign exchange rate you will apply?,exchange_rate,banking,train
355,explain the interbank exchange rate,exchange_rate,banking,train
356,What will my exchange rate be?,exchange_rate,banking,train
357,how do you get exchange rates,exchange_rate,banking,train
358,What exchange rates do you use?,exchange_rate,banking,train
359,How will I know what the exchange rate is?,exchange_rate,banking,train
360,What factors effect the exchange rate?,exchange_rate,banking,train
361,Where does the exchange rate stand right now?,exchange_rate,banking,train
363,Does the exchange rate change?,exchange_rate,banking,train
364,How do your exchange rates factor in?,exchange_rate,banking,train
365,Will I know which exchange rate I will get?,exchange_rate,banking,train
367,Is the exchange rate the same on weekends as the weekdays?,exchange_rate,banking,train
368,How do you do exchanges?,exchange_rate,banking,train
369,On what do you base your exchange rates?,exchange_rate,banking,train
370,How do you come up with your exchange rate,exchange_rate,banking,train
371,What factors determine your exchange rate?,exchange_rate,banking,train
372,How are the exchange rates determined?,exchange_rate,banking,train
373,I would like to know what your exchange rates are.,exchange_rate,banking,train
375,What are the exchange rates?,exchange_rate,banking,train
376,How much are the rates of exchange?,exchange_rate,banking,train
377,How do you decide what your exchange rates are?,exchange_rate,banking,train
378,Your exchange rates are coming from where?,exchange_rate,banking,train
379,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,exchange_rate,banking,train
380,How are the exchange rates for transfers calculated?,exchange_rate,banking,train
382,How do you do currency exchanges?,exchange_rate,banking,train
383,Can you explain your exchange rates basis?,exchange_rate,banking,train
384,How did you guys get your exchange rate?,exchange_rate,banking,train
385,Can you tell me your exchange rates?,exchange_rate,banking,train
386,Could you tell me what your exchange rates are?,exchange_rate,banking,train
387,Does this app have the same exchange rate as third parties?,exchange_rate,banking,train
388,what are your exchange rates at?,exchange_rate,banking,train
389,How is the current exchange rate?,exchange_rate,banking,train
390,What is the system for determining the exchange rate?,exchange_rate,banking,train
391,I am travelling and I was wondering what your exchange rates are,exchange_rate,banking,train
392,How can I tell what foreign exchange rate I will get?,exchange_rate,banking,train
393,Tell me your opinion on the exchange rate.,exchange_rate,banking,train
394,I'd like to know what you guys look at to decide an exchange rate,exchange_rate,banking,train
395,How does the exchange rate work on this app?,exchange_rate,banking,train
396,where do you find your exchange rates?,exchange_rate,banking,train
397,I want to know your exchange rates.,exchange_rate,banking,train
398,What exchange rate is it?,exchange_rate,banking,train
399,What is the source of your exchange rates?,exchange_rate,banking,train
400,i need to know about exchange rates,exchange_rate,banking,train
401,Where do you get those exchange rates?,exchange_rate,banking,train
402,How do you determine the exchange rate?,exchange_rate,banking,train
403,What foreign exchange rate will I get?,exchange_rate,banking,train
404,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",card_payment_wrong_exchange_rate,banking,train
405,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",card_payment_wrong_exchange_rate,banking,train
406,I think the currency exchange that's been applied is wrong.,card_payment_wrong_exchange_rate,banking,train
407,The exchange rate I was charged for a purchase was not right.,card_payment_wrong_exchange_rate,banking,train
408,Can you please explain why the exchange rate for the item I bought is wrong?,card_payment_wrong_exchange_rate,banking,train
409,I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,card_payment_wrong_exchange_rate,banking,train
410,My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate,banking,train
411,my exchange rate looks wrong for my last payment,card_payment_wrong_exchange_rate,banking,train
412,The exchange rate you are using is bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate,banking,train
413,I was charged the wing amount for an item.,card_payment_wrong_exchange_rate,banking,train
414,the exchange rate on my payment was wrong,card_payment_wrong_exchange_rate,banking,train
415,Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,card_payment_wrong_exchange_rate,banking,train
416,An incorrect exchange rate was applied to an item I bought.,card_payment_wrong_exchange_rate,banking,train
417,The exchange rate was incorrect for an item I bought.,card_payment_wrong_exchange_rate,banking,train
418,The exchange rate on my payment doesn't look right,card_payment_wrong_exchange_rate,banking,train
419,"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",card_payment_wrong_exchange_rate,banking,train
420,This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,card_payment_wrong_exchange_rate,banking,train
421,After purchasing an item I noticed the exchange rate was incorrect.,card_payment_wrong_exchange_rate,banking,train
422,The amount of exchange was not correct for the item i bought.,card_payment_wrong_exchange_rate,banking,train
423,The exchange rate from my card payment isn't right.,card_payment_wrong_exchange_rate,banking,train
424,My exchange rate isn't correct.,card_payment_wrong_exchange_rate,banking,train
425,Why was the exchange rate so wrong when I bought something!,card_payment_wrong_exchange_rate,banking,train
426,My exchange rate was wrong for an Item I bought!,card_payment_wrong_exchange_rate,banking,train
427,I was using a foreign currecy to make a payment and the applied the wrong rate.,card_payment_wrong_exchange_rate,banking,train
428,The exchange rate was incorrect for this item I bought.,card_payment_wrong_exchange_rate,banking,train
429,I purchased something overseas and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate,banking,train
430,The exchange rate is incorrect for my payment.,card_payment_wrong_exchange_rate,banking,train
431,The item i bought exchanged rate was incorrect.,card_payment_wrong_exchange_rate,banking,train
432,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,card_payment_wrong_exchange_rate,banking,train
433,I bought something in another country but the exchange rate is wrong,card_payment_wrong_exchange_rate,banking,train
434,I bought an item and the exchange rate was wrong.,card_payment_wrong_exchange_rate,banking,train
435,Exchange rate for my card payment is wrong,card_payment_wrong_exchange_rate,banking,train
436,the exchange rate at which my card payment is at is wrong,card_payment_wrong_exchange_rate,banking,train
437,There was a problem with the exchange rate on a purchase.,card_payment_wrong_exchange_rate,banking,train
438,"I recently purchased something, and the exchange rate was wrong.",card_payment_wrong_exchange_rate,banking,train
439,What if there is an error on the exchange rate?,card_payment_wrong_exchange_rate,banking,train
440,Why is my exchange rate wrong?,card_payment_wrong_exchange_rate,banking,train
441,Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,card_payment_wrong_exchange_rate,banking,train
445,The exchange rate looks wrong on a holiday purchase,card_payment_wrong_exchange_rate,banking,train
446,"I purchased something abroad, and the exchange rate that was applied was wrong.",card_payment_wrong_exchange_rate,banking,train
447,I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate,banking,train
448,I think there has been a mistake on my exchange rate for this purchase.,card_payment_wrong_exchange_rate,banking,train
449,You did not give me the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,banking,train
450,I checked on google and the exchange rate you are using is really bad. Can you update it?,card_payment_wrong_exchange_rate,banking,train
452,"In regards to my card payment, the exchange rate is incorrect.",card_payment_wrong_exchange_rate,banking,train
453,I bough an item and the exchange rate was incorrect.,card_payment_wrong_exchange_rate,banking,train
454,Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,card_payment_wrong_exchange_rate,banking,train
456,I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,card_payment_wrong_exchange_rate,banking,train
457,My currency rate is inaccurate.,card_payment_wrong_exchange_rate,banking,train
458,The currency exchange rate was wrong for a purchase I made.,card_payment_wrong_exchange_rate,banking,train
459,I purchased something abroad and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate,banking,train
460,Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,card_payment_wrong_exchange_rate,banking,train
462,Can you change the rate for the item I bought in a different currency as it is wrong?,card_payment_wrong_exchange_rate,banking,train
463,The currency exchange for my purchase in foreign currency is incorrect.,card_payment_wrong_exchange_rate,banking,train
465,My foreign currency exchange has been applied incorrectly.,card_payment_wrong_exchange_rate,banking,train
466,Why isn't my purchase exchange rate correct?,card_payment_wrong_exchange_rate,banking,train
467,I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,card_payment_wrong_exchange_rate,banking,train
468,"I purchased something while traveling, and the exchange rate applied was wrong.",card_payment_wrong_exchange_rate,banking,train
469,Why is the exchange rate different on my recent purchase?,card_payment_wrong_exchange_rate,banking,train
470,The fee charged when I changed rubles into British pounds was too much.,card_payment_wrong_exchange_rate,banking,train
471,I wasn't charged the correct exchange rate for an item I purchased.,card_payment_wrong_exchange_rate,banking,train
472,Does the fee for exchange change?,card_payment_wrong_exchange_rate,banking,train
473,The rate applied to my purchase in a foreign currency was wrong.,card_payment_wrong_exchange_rate,banking,train
474,"I bought something while traveling, and the exchange rate was wrong.",card_payment_wrong_exchange_rate,banking,train
476,Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,card_payment_wrong_exchange_rate,banking,train
477,It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,card_payment_wrong_exchange_rate,banking,train
478,I bought an item then noticed the exchange rate was wrong.,card_payment_wrong_exchange_rate,banking,train
479,The exchange rate applied is wrong for my international purchase.,card_payment_wrong_exchange_rate,banking,train
482,Does the exchange rate change each day for purchases? There is a different rate on my purchase.,card_payment_wrong_exchange_rate,banking,train
483,It seems that the rate I got is incorrect.,card_payment_wrong_exchange_rate,banking,train
484,I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,card_payment_wrong_exchange_rate,banking,train
