,text,intent,domain,dataset
106,what alarms are currently set,alarm_query,alarm,train
107,review the alarms i have,alarm_query,alarm,train
108,what's the alarm situation for tomorrow,alarm_query,alarm,train
109,i want to see all set alarms,alarm_query,alarm,train
110,do i have an alarm set for today,alarm_query,alarm,train
111,at what time is my alarm set,alarm_query,alarm,train
112,can you tell me if i have any alarms set,alarm_query,alarm,train
113,did I set an alarm to have tablets in the noon,alarm_query,alarm,train
114,which alarms do i have,alarm_query,alarm,train
115,show me the alarms i set,alarm_query,alarm,train
116,what time is my alarm set for,alarm_query,alarm,train
117,is my wake up alarm set a six am,alarm_query,alarm,train
118,what home alarms have been set,alarm_query,alarm,train
119,please read me my alarms,alarm_query,alarm,train
120,what times are my alarms set for,alarm_query,alarm,train
121,when will my alarm go off in the morning,alarm_query,alarm,train
122,do i have any alarms set for today,alarm_query,alarm,train
123,show me what alarm times i've set for the week,alarm_query,alarm,train
124,list current set alarms,alarm_query,alarm,train
125,are there any alarms going off today,alarm_query,alarm,train
126,show me the alarms i've set,alarm_query,alarm,train
127,my set alarms,alarm_query,alarm,train
128,what alarms will wake me up tomorrow,alarm_query,alarm,train
129,have i got any alarms set,alarm_query,alarm,train
130,what alarms i have set,alarm_query,alarm,train
131,tell me about the alarm timings,alarm_query,alarm,train
132,alarms,alarm_query,alarm,train
133,when does my alarm go off,alarm_query,alarm,train
134,would you please check to see if i've set my alarm for tomorrow morning,alarm_query,alarm,train
135,alarm status,alarm_query,alarm,train
136,what time have you set the alarm,alarm_query,alarm,train
137,list my different alarm,alarm_query,alarm,train
138,what time i am waking up tomorrow,alarm_query,alarm,train
139,what alarms did i set today,alarm_query,alarm,train
140,what alarms are coming up,alarm_query,alarm,train
141,if there any alarm is set then let me know,alarm_query,alarm,train
142,review all alarms,alarm_query,alarm,train
143,is the alarm set for tomorrow morning,alarm_query,alarm,train
144,what time is alarm set for,alarm_query,alarm,train
145,do i have alarms set,alarm_query,alarm,train
146,what time is my alarm set for tomorrow morning,alarm_query,alarm,train
147,is my reminder alarm set for dance class,alarm_query,alarm,train
148,when is my alarm set for,alarm_query,alarm,train
149,what time will my alarm wake me up,alarm_query,alarm,train
150,how many alarms are set,alarm_query,alarm,train
151,how many alarms have i set,alarm_query,alarm,train
152,what time will my alarm go off today,alarm_query,alarm,train
153,please let me know the alarm kept for tuesday's meeting,alarm_query,alarm,train
154,let me know about the alarms you set,alarm_query,alarm,train
155,what alarms do i have set for today,alarm_query,alarm,train
156,what's my next alarm,alarm_query,alarm,train
157,let me see my alarms,alarm_query,alarm,train
158,delete alarm,alarm_remove,alarm,train
159,remove the latest alarm,alarm_remove,alarm,train
160,stop wake up calls for this week,alarm_remove,alarm,train
161,remove the first alarm,alarm_remove,alarm,train
162,remove my earliest alarm for tomorrow,alarm_remove,alarm,train
163,kickball is over i do not need the alarm for kickball on wednesday evening any longer,alarm_remove,alarm,train
164,remove all alarms,alarm_remove,alarm,train
165,take off my alarms,alarm_remove,alarm,train
166,cancel my seven am alarm,alarm_remove,alarm,train
167,disable all alarms set for today,alarm_remove,alarm,train
168,olly cancel alarms,alarm_remove,alarm,train
169,snooze all today's alarms permanently,alarm_remove,alarm,train
170,remove my work alarm,alarm_remove,alarm,train
171,one pm removed,alarm_remove,alarm,train
172,olly cancel yoga alarms,alarm_remove,alarm,train
173,do not wake me up on weekends,alarm_remove,alarm,train
174,remove wake up calls for this week,alarm_remove,alarm,train
175,cancel my alarm for tomorrow morning,alarm_remove,alarm,train
176,reset the alarm,alarm_remove,alarm,train
177,remove tomorrow's alarm,alarm_remove,alarm,train
178,remove my four am alarm,alarm_remove,alarm,train
179,cancel my eight am alarm,alarm_remove,alarm,train
180,delete the meeting alarm at two pm on tuesday,alarm_remove,alarm,train
181,please remove this alarm,alarm_remove,alarm,train
182,remove six am alarm of whole week for future,alarm_remove,alarm,train
183,twelve am removed,alarm_remove,alarm,train
184,cancel my three pm alarm,alarm_remove,alarm,train
185,please remove the alarm which i set for today morning,alarm_remove,alarm,train
186,cancel alarm for tomorrow,alarm_remove,alarm,train
187,remove number three alarm of list,alarm_remove,alarm,train
188,cancel wake up calls for this week,alarm_remove,alarm,train
189,please remove the the alarm which i set,alarm_remove,alarm,train
190,Get rid of my current alarms,alarm_remove,alarm,train
191,please remove the alarm that is set for weekdays at nine,alarm_remove,alarm,train
192,remove tuesday alarm of nine am,alarm_remove,alarm,train
193,get rid of my eight am alarm,alarm_remove,alarm,train
194,clear my nine am alarms,alarm_remove,alarm,train
195,remove alarm of six am on tuesday,alarm_remove,alarm,train
196,turn off all of my alarms,alarm_remove,alarm,train
197,get rid of my wake up alarm set for saturday,alarm_remove,alarm,train
198,disable alarm for three pm,alarm_remove,alarm,train
199,remove set alarm,alarm_remove,alarm,train
200,remove the alarm set for ten pm,alarm_remove,alarm,train
201,remove all alarm of sunday,alarm_remove,alarm,train
202,do not wake me up tomorrow,alarm_remove,alarm,train
203,please remove the alarm set for wednesday called kickball,alarm_remove,alarm,train
204,forget alarm,alarm_remove,alarm,train
205,set off this alarm,alarm_remove,alarm,train
206,turn off my alarm,alarm_remove,alarm,train
207,cancel all alarms,alarm_remove,alarm,train
208,remove all alarms set today,alarm_remove,alarm,train
209,two am removed,alarm_remove,alarm,train
210,take away my alarm for tomorrow at four thirty am,alarm_remove,alarm,train
211,turn off any morning alarms after Friday,alarm_remove,alarm,train
212,please remove any alarms that i have set,alarm_remove,alarm,train
213,remove my wake up alarm,alarm_remove,alarm,train
214,change my alarm,alarm_remove,alarm,train
215,please turn off my alarm for this evening,alarm_remove,alarm,train
216,turn off the alarm for tomorrow morning,alarm_remove,alarm,train
217,change the alarm weekly settings,alarm_remove,alarm,train
218,remove my early alarms,alarm_remove,alarm,train
219,please remove my alarm,alarm_remove,alarm,train
220,get rid of the five pm alarm,alarm_remove,alarm,train
221,disable the first alarm,alarm_remove,alarm,train
222,i would like this alarm permanently removed,alarm_remove,alarm,train
223,remove all alarms if any,alarm_remove,alarm,train
224,i no longer need the daily five pm alarm,alarm_remove,alarm,train
225,remove the alarm set for four hundred am,alarm_remove,alarm,train
226,stop seven am alarm,alarm_remove,alarm,train
227,disable my three pm alarm,alarm_remove,alarm,train
228,remove my bedtime alarm,alarm_remove,alarm,train
229,turn off all alarms,alarm_remove,alarm,train
230,remove alarms set for tomorrow,alarm_remove,alarm,train
231,olly cancel all soccer practice alarms,alarm_remove,alarm,train
232,remove my eight pm alarm and set it to seven pm,alarm_remove,alarm,train
233,remove alarm if any,alarm_remove,alarm,train
234,cancel the alarm that is set for tomorrow at eight am,alarm_remove,alarm,train
235,delete the first alarm,alarm_remove,alarm,train
236,remove alarm,alarm_remove,alarm,train
237,unset all alarm which is set,alarm_remove,alarm,train
238,can you please remove the alarm,alarm_remove,alarm,train
239,cancel alarm for tenth of march two thousand seventeen,alarm_remove,alarm,train
240,this alarm needs to be permanently silenced,alarm_remove,alarm,train
241,remove the alarm for tomorrow,alarm_remove,alarm,train
242,i dont want any alarms,alarm_remove,alarm,train
243,delete my eight pm alarm,alarm_remove,alarm,train
244,remove finlee's bedtime alarm,alarm_remove,alarm,train
245,reset alarm,alarm_remove,alarm,train
246,remove the alarm,alarm_remove,alarm,train
247,remove my morning alarm,alarm_remove,alarm,train
248,delete my alarm for eight am,alarm_remove,alarm,train
249,remove my alarm for tomorrow morning,alarm_remove,alarm,train
250,remove seven am alarm,alarm_remove,alarm,train
251,cancel the alarm at four am ten pm,alarm_remove,alarm,train
252,turn off the alarm,alarm_remove,alarm,train
253,snooze,alarm_remove,alarm,train
254,Set a alarm for the day,alarm_set,alarm,train
255,set an alarm for tomorrow at six in the morning,alarm_set,alarm,train
256,put an alarm and wake me up at six am tomorrow morning,alarm_set,alarm,train
257,set alarm at five am,alarm_set,alarm,train
258,update alarm,alarm_set,alarm,train
259,set new alarm on five am,alarm_set,alarm,train
260,please set alarm for,alarm_set,alarm,train
261,please arrange to wake me up at three am alarm,alarm_set,alarm,train
262,set the alarm for tomorrow five am,alarm_set,alarm,train
263,set an alarm for me at eight am,alarm_set,alarm,train
264,set an alarm forty minutes from now,alarm_set,alarm,train
265,set an alarm for me for tomorrow at seven pm,alarm_set,alarm,train
266,set an alarm for two pm,alarm_set,alarm,train
267,set an alarm for five minutes from now,alarm_set,alarm,train
268,set alarm for tomorrow morning at six am,alarm_set,alarm,train
269,i want an alarm for three today,alarm_set,alarm,train
270,set alarm at nine am on next sunday,alarm_set,alarm,train
271,set alarm for eight am,alarm_set,alarm,train
272,set a continuous alarm without the option to snooze for seven am please,alarm_set,alarm,train
273,please set an alarm for tomorrows meeting at seven am,alarm_set,alarm,train
274,set an alarm for eight pm,alarm_set,alarm,train
275,set my calendar for an alarm at five pm tuesday,alarm_set,alarm,train
276,turn my morning alarm on,alarm_set,alarm,train
277,tell me when it is five pm,alarm_set,alarm,train
278,two pm set,alarm_set,alarm,train
279,set alarm for six am tomorrow,alarm_set,alarm,train
280,set up an alarm clock at one pm,alarm_set,alarm,train
281,i need to get up at seven am,alarm_set,alarm,train
282,i need to get going at eight am tomorrow set up an alarm thirty minutes before that,alarm_set,alarm,train
283,let me know when it is ten,alarm_set,alarm,train
284,set the alarm for five am,alarm_set,alarm,train
285,set alarm of every tuesday of march month morning eight am,alarm_set,alarm,train
286,wake me up at six am,alarm_set,alarm,train
287,set a new alarm for that time,alarm_set,alarm,train
288,set alarm for one hour from now,alarm_set,alarm,train
289,schedule an alarm for next weeks dentist appointment,alarm_set,alarm,train
290,alarm for ten am,alarm_set,alarm,train
291,please we're the following alarm,alarm_set,alarm,train
292,set an alarm for the dance classes two hours before the classes start,alarm_set,alarm,train
293,set my alarm for twelve pm,alarm_set,alarm,train
294,wake me up at five am,alarm_set,alarm,train
295,set the alarm tone,alarm_set,alarm,train
296,olly set my alarm to go off in an hour,alarm_set,alarm,train
297,please wake me up at eight am,alarm_set,alarm,train
298,make an alarm for four pm,alarm_set,alarm,train
299,wake me up at four am,alarm_set,alarm,train
300,fix an alarm,alarm_set,alarm,train
301,set an alarm for seven am,alarm_set,alarm,train
302,set alarm for this event reminder repeating for ten times,alarm_set,alarm,train
303,set an alert for two pm,alarm_set,alarm,train
304,i need to get up at ten tomorrow,alarm_set,alarm,train
305,get me up at eight am,alarm_set,alarm,train
306,set alarm for tomorrow at two pm,alarm_set,alarm,train
307,please set my alarm clock for eight am,alarm_set,alarm,train
308,set an alarm for next tuesdays meeting,alarm_set,alarm,train
309,set alarm at ten am,alarm_set,alarm,train
310,please create a new alarm,alarm_set,alarm,train
311,alert me at three pm to goto the concert,alarm_set,alarm,train
312,make a new alarm,alarm_set,alarm,train
313,please set a reminder alarm for three pm on Saturday,alarm_set,alarm,train
314,open clock,alarm_set,alarm,train
315,set alarm for tomorrow six am,alarm_set,alarm,train
316,set my alarm for tuesday at six pm,alarm_set,alarm,train
317,alert me at five hours,alarm_set,alarm,train
318,one am set,alarm_set,alarm,train
319,set alarm to begin,alarm_set,alarm,train
320,set the alarm for nine am on weekends,alarm_set,alarm,train
321,add an alarm for tomorrow morning at six am,alarm_set,alarm,train
322,please set an alarm at six am,alarm_set,alarm,train
323,set an alarm for tomorrow morning at eight,alarm_set,alarm,train
324,ring the alarm when i get home,alarm_set,alarm,train
325,set my alarm for time,alarm_set,alarm,train
326,set an alarm for ten o'clock tomorrow morning,alarm_set,alarm,train
327,alarm set,alarm_set,alarm,train
328,i want an alarm for six am everyday,alarm_set,alarm,train
329,add a five am alarm in place of my nine pm alarm,alarm_set,alarm,train
330,remind me at one thousand three hundred,alarm_set,alarm,train
331,alarm,alarm_set,alarm,train
332,make an alarm,alarm_set,alarm,train
333,please set alarm for all days,alarm_set,alarm,train
334,wake me up at seven am,alarm_set,alarm,train
335,is my alarm set for seven am,alarm_set,alarm,train
336,can you set an alarm for me,alarm_set,alarm,train
337,create event with alarm for meeting in two hours,alarm_set,alarm,train
338,set my alarm for six am tomorrow,alarm_set,alarm,train
339,wake me up in thirty minutes,alarm_set,alarm,train
340,schedule an alarm to wake me up after three hours,alarm_set,alarm,train
341,set an alarm,alarm_set,alarm,train
342,make an alarm for me at five am tomorrow,alarm_set,alarm,train
343,set alarm for twelve weeks from today at eight am,alarm_set,alarm,train
344,wake me up at time,alarm_set,alarm,train
345,set wake up Thursday seven am,alarm_set,alarm,train
346,please set my alarm for five pm,alarm_set,alarm,train
347,get me up in half an hour,alarm_set,alarm,train
348,wake me up at this time,alarm_set,alarm,train
349,wake me up at ten,alarm_set,alarm,train
350,set an alarm for five hundred and thirty,alarm_set,alarm,train
351,put alarm at five am,alarm_set,alarm,train
352,wake me up on Friday at five in the morning i need to catch the train,alarm_set,alarm,train
353,set an alarm for seven thirty am,alarm_set,alarm,train
354,please ring the wake up alarm at eight am next saturday,alarm_set,alarm,train
355,create an alarm for six am,alarm_set,alarm,train
356,i need an alarm set for five hundred and thirty am tomorrow,alarm_set,alarm,train
357,set a repeating reminder alarm for the facebook event i have to attend on seventh april,alarm_set,alarm,train
358,set alarm on twenty fifth may at five pm,alarm_set,alarm,train
359,please wake me up at seven thirty am,alarm_set,alarm,train
360,set an alarm for eight am,alarm_set,alarm,train
361,alarm five pm tuesday,alarm_set,alarm,train
362,wake me up at five thirty,alarm_set,alarm,train
363,set my alarm for eight am,alarm_set,alarm,train
364,set my alarm for six thirty in the morning tomorrow,alarm_set,alarm,train
365,set the time,alarm_set,alarm,train
366,i need an alarm,alarm_set,alarm,train
367,wake me up,alarm_set,alarm,train
368,i need a six am wakeup call,alarm_set,alarm,train
369,wake me up at five am this week,alarm_set,alarm,train
370,set alarm for saturday morning soccer practice at eight am,alarm_set,alarm,train
371,can you set my alarm for seven thirty am,alarm_set,alarm,train
372,set alarm at two am,alarm_set,alarm,train
373,please set the alarm for eight pm wednesday evening,alarm_set,alarm,train
374,could you please set an alarm at six am,alarm_set,alarm,train
375,set an alarm for four in the afternoon,alarm_set,alarm,train
376,set a reminder i need to wake up at five am every morning,alarm_set,alarm,train
377,please set an alarm at seven am tomorrow morning,alarm_set,alarm,train
378,create an alarm for today at ten am,alarm_set,alarm,train
379,i need you to set an alarm,alarm_set,alarm,train
380,make an alarm to help me remember,alarm_set,alarm,train
381,set an alarm for two hours from now,alarm_set,alarm,train
382,set alarm for nine am,alarm_set,alarm,train
383,set an alarm at six in the morning,alarm_set,alarm,train
384,set an alarm for two hours from now please,alarm_set,alarm,train
385,set an alarm at six am,alarm_set,alarm,train
386,place alarm at five o'clock morning,alarm_set,alarm,train
387,wake me up at five hundred and thirty,alarm_set,alarm,train
388,i want to wake up at six am tomorrow please,alarm_set,alarm,train
389,call me at six am,alarm_set,alarm,train
390,set an alarm for one hour from now,alarm_set,alarm,train
391,new alarm for six am,alarm_set,alarm,train
392,i need a reminder alarm at one,alarm_set,alarm,train
393,please set alarm at five pm,alarm_set,alarm,train
394,set an eight hundred am alarm for next tuesday,alarm_set,alarm,train
395,set alarm for reminder,alarm_set,alarm,train
396,make an alarm for three pm,alarm_set,alarm,train
397,the set alarm for nine pm on Thursday night,alarm_set,alarm,train
398,please make me wake up at four am tomorrow,alarm_set,alarm,train
399,remind me at five pm,alarm_set,alarm,train
400,turn on alarm thirty minutes before liverpool started to play,alarm_set,alarm,train
401,set an alarm for thursday at seven pm,alarm_set,alarm,train
402,alarm me at eight am,alarm_set,alarm,train
403,wake me at seven am,alarm_set,alarm,train
404,set an alarm at ten tomorrow to remind me a meeting,alarm_set,alarm,train
405,set an alarm at six am tomorrow,alarm_set,alarm,train
406,i need an alarm for sunday at eight am can you please set one for me,alarm_set,alarm,train
407,turn on my alarm,alarm_set,alarm,train
408,remind me at six thirty pm,alarm_set,alarm,train
409,add alarm,alarm_set,alarm,train
410,can you set the alarm for one hundred and thirty,alarm_set,alarm,train
411,alarm time for twelve pm,alarm_set,alarm,train
412,wake me at daybreak,alarm_set,alarm,train
413,decrease the volume,audio_volume_down,audio,train
414,lower volume to half,audio_volume_down,audio,train
415,could you please lower your volume,audio_volume_down,audio,train
416,turn down the speakers,audio_volume_down,audio,train
417,please slow down volume of speaker,audio_volume_down,audio,train
418,start the radio now on low volume,audio_volume_down,audio,train
419,set the volume to low,audio_volume_down,audio,train
420,lessen the speaker volume,audio_volume_down,audio,train
421,please speak quieter to me,audio_volume_down,audio,train
422,can you turn that down,audio_volume_down,audio,train
423,please reduce the sound,audio_volume_down,audio,train
424,slow the volume speaker,audio_volume_down,audio,train
425,you're too loud,audio_volume_down,audio,train
426,talk quieter please,audio_volume_down,audio,train
427,down the volume,audio_volume_down,audio,train
428,quieter,audio_volume_down,audio,train
429,please change the volume low of the speakers,audio_volume_down,audio,train
430,lower volume of music player,audio_volume_down,audio,train
431,please turn the volume down,audio_volume_down,audio,train
432,lower volume,audio_volume_down,audio,train
433,decrease twenty percent,audio_volume_down,audio,train
434,it's really loud can you please turn the music down,audio_volume_down,audio,train
435,decrease the volume to ten,audio_volume_down,audio,train
436,turn down the sound,audio_volume_down,audio,train
437,down,audio_volume_down,audio,train
438,turn down the volume,audio_volume_down,audio,train
439,please lower the speaker volume,audio_volume_down,audio,train
440,decrease speaker volume,audio_volume_down,audio,train
441,i want to slow down my speaker,audio_volume_down,audio,train
442,turn down volume twenty percent,audio_volume_down,audio,train
443,too loud,audio_volume_down,audio,train
444,turn_down speakers,audio_volume_down,audio,train
445,your volume is too high please repeat that lower,audio_volume_down,audio,train
446,speak quieter,audio_volume_down,audio,train
447,speak softer please,audio_volume_down,audio,train
448,I need the volume to be quieter,audio_volume_down,audio,train
449,lower the volume ten percent,audio_volume_down,audio,train
450,make the volume lower,audio_volume_down,audio,train
451,slow down the speaker volume,audio_volume_down,audio,train
452,lower audio,audio_volume_down,audio,train
453,cut down the volume,audio_volume_down,audio,train
454,decrease volume to very soft,audio_volume_down,audio,train
455,low the volume,audio_volume_down,audio,train
456,lower speaker volume,audio_volume_down,audio,train
457,turn off the bass from the audio,audio_volume_down,audio,train
458,Please lower the volume,audio_volume_down,audio,train
459,turn speaker volume down,audio_volume_down,audio,train
460,please adjust the speakers to a lower more comfortable level,audio_volume_down,audio,train
461,lower the volume on the speakers,audio_volume_down,audio,train
462,please turn down the volume,audio_volume_down,audio,train
463,turn the volume down,audio_volume_down,audio,train
464,turn the volume down a little please,audio_volume_down,audio,train
465,decrease volume,audio_volume_down,audio,train
466,lower the speakers,audio_volume_down,audio,train
467,lower the volume of the speakers,audio_volume_down,audio,train
468,lower your volume please,audio_volume_down,audio,train
469,turn down media volume,audio_volume_down,audio,train
470,lower the volume,audio_volume_down,audio,train
471,please decrease the volume of music player,audio_volume_down,audio,train
472,lower the volume please,audio_volume_down,audio,train
473,can you make it a little quieter,audio_volume_down,audio,train
474,lower all volume on speakers please,audio_volume_down,audio,train
475,volume down,audio_volume_down,audio,train
476,please reduce the speaker volume,audio_volume_down,audio,train
477,speaker volume decrease,audio_volume_down,audio,train
478,go silent until three pm,audio_volume_mute,audio,train
479,please do not talk for thirty minutes,audio_volume_mute,audio,train
480,Silence speakers,audio_volume_mute,audio,train
481,silently adjust,audio_volume_mute,audio,train
482,turn off audio,audio_volume_mute,audio,train
483,set to mute,audio_volume_mute,audio,train
484,keep quiet,audio_volume_mute,audio,train
485,please stop for a bit,audio_volume_mute,audio,train
486,Please pause the song,audio_volume_mute,audio,train
487,off the speakers,audio_volume_mute,audio,train
488,be silent for thirty minutes,audio_volume_mute,audio,train
489,can you place the sound on mute,audio_volume_mute,audio,train
490,stop making sounds for forty minutes,audio_volume_mute,audio,train
491,mute volume,audio_volume_mute,audio,train
492,please be silent until i tell you not to be,audio_volume_mute,audio,train
493,i want to mute the speaker,audio_volume_mute,audio,train
494,silent mode,audio_volume_mute,audio,train
495,mute yourself when i am in a meeting,audio_volume_mute,audio,train
496,please pause yourself,audio_volume_mute,audio,train
497,please keep quiet for the next hour,audio_volume_mute,audio,train
498,mute the living room speakers,audio_volume_mute,audio,train
499,down the speaker volume at the end of level,audio_volume_mute,audio,train
500,set the speakers to mute,audio_volume_mute,audio,train
501,please mute the volume control,audio_volume_mute,audio,train
502,turn on silent mode until my alarm goes off,audio_volume_mute,audio,train
503,pause the music,audio_volume_mute,audio,train
504,silent,audio_volume_mute,audio,train
505,go silent for a day,audio_volume_mute,audio,train
506,mute for volume,audio_volume_mute,audio,train
507,set mute mode for one hour,audio_volume_mute,audio,train
508,can you mute when i am not home,audio_volume_mute,audio,train
509,mute please,audio_volume_mute,audio,train
510,please be quiet for another hour,audio_volume_mute,audio,train
511,set to silent for five minutes,audio_volume_mute,audio,train
512,silence please,audio_volume_mute,audio,train
513,stop playing,audio_volume_mute,audio,train
514,mute the audio,audio_volume_mute,audio,train
515,mute the settings,audio_volume_mute,audio,train
516,mute the volume,audio_volume_mute,audio,train
517,please quiet the speaker,audio_volume_mute,audio,train
518,silence for two hours,audio_volume_mute,audio,train
519,please stop talking,audio_volume_mute,audio,train
520,mute for two hours,audio_volume_mute,audio,train
521,activate silent,audio_volume_mute,audio,train
522,mute for fifteen minutes,audio_volume_mute,audio,train
523,silence,audio_volume_mute,audio,train
524,do not speak today,audio_volume_mute,audio,train
525,turn off the sounds,audio_volume_mute,audio,train
526,mute the speaker please,audio_volume_mute,audio,train
527,help me to mute my speaker,audio_volume_mute,audio,train
528,can you mute my speaker,audio_volume_mute,audio,train
529,google please be extra quiet the baby is sleeping,audio_volume_mute,audio,train
530,mute enabled until i say so,audio_volume_mute,audio,train
531,please hold for the next hour,audio_volume_mute,audio,train
532,disable music player,audio_volume_mute,audio,train
533,mute the sound,audio_volume_mute,audio,train
534,set the settings to mute,audio_volume_mute,audio,train
535,quiet mode on until i am home from work,audio_volume_mute,audio,train
536,turn the vibrate off from speaker,audio_volume_mute,audio,train
537,mute sound on speakers please,audio_volume_mute,audio,train
538,don't speak for an hour,audio_volume_mute,audio,train
539,set music system to mute,audio_volume_mute,audio,train
540,stay quiet,audio_volume_mute,audio,train
541,set volume to zero,audio_volume_mute,audio,train
542,please mute my speaker,audio_volume_mute,audio,train
543,speakers off,audio_volume_mute,audio,train
544,please do not speak,audio_volume_mute,audio,train
545,quiet on,audio_volume_mute,audio,train
546,no speaking please,audio_volume_mute,audio,train
547,i would like to mute the speakers please,audio_volume_mute,audio,train
548,please mute the sound,audio_volume_mute,audio,train
549,please shut off,audio_volume_mute,audio,train
550,from now on mute,audio_volume_mute,audio,train
551,please unmute yourself,audio_volume_mute,audio,train
